task,model,eval_type,cv_accuracy_mean,cv_accuracy_std,cv_f1_macro_mean,cv_f1_macro_std,cv_f1_weighted_mean,cv_f1_weighted_std,cv_precision_macro_mean,cv_precision_macro_std,cv_recall_macro_mean,cv_recall_macro_std
4class_fs_wrapper,SVM,cv,0.5785011464894203,0.01710449439600803,0.5519686158136785,0.022538141663189893,0.579826439411357,0.017959848501035314,0.5497109213908503,0.020663555889429284,0.575634961885297,0.0193795466123038
4class_fs_wrapper,MLP,cv,0.583110324209793,0.017376665141918747,0.5176767363062214,0.008551532187498182,0.561738848328514,0.009522779462878404,0.5414812737473953,0.012451809288753913,0.5174605618845058,0.01617754212902818
4class_fs_wrapper,Stacking,cv,0.5724233013090296,0.023366028742598098,0.5364923914027216,0.027739295035527328,0.5718708021303887,0.022811073228286023,0.5322177831456726,0.02643579509303948,0.5511274867789123,0.028621158348053153
4class_fs_embedded,LogisticRegression,cv,0.5701274199634285,0.018270075940569102,0.5402355733819564,0.021673473709821034,0.5714785613923357,0.01804547164309693,0.5363259231737282,0.021058158603901984,0.555928068835432,0.021612969157262206
4class_fs_embedded,RandomForest,cv,0.5678373436275506,0.01431419232900837,0.5170483352390577,0.016899681756077523,0.5584251406632085,0.013859929331314563,0.52731263095379,0.015589145749654584,0.5132248114848749,0.01735103430013077
4class_fs_embedded,GradientBoosting,cv,0.5731866600876556,0.016762270901945046,0.5187798988232983,0.02021021230431064,0.5607175509041794,0.01813144555562297,0.5374998621749849,0.021495887203129123,0.5126690065439957,0.01990533185964225
4class_fs_embedded,XGBoost,cv,0.560996139668534,0.014676078929792991,0.5104689197178368,0.015572765808658956,0.5517294094151399,0.014994078229694877,0.5249830952234237,0.01245520427544313,0.5051846162597908,0.01727549808854585
4class_fs_embedded,SVM,cv,0.5685977999013149,0.019195966444390578,0.5404095377193767,0.018705846114336122,0.5712407407191922,0.017868803793241603,0.5364665963494462,0.017142910343606096,0.5533476354247481,0.0142841558262762
4class_fs_embedded,MLP,cv,0.5808086378544683,0.01009899612053085,0.5025820752531299,0.00942739125014316,0.5454766990350224,0.004706225025584262,0.5316015995838239,0.010566290353012354,0.5120393024753487,0.010504104365752779
4class_fs_embedded,Stacking,cv,0.576997648971062,0.027325691484028747,0.5427891857650675,0.03173115404470851,0.5753785681517598,0.02508615074690407,0.538909837443234,0.031238007190675227,0.5587547179982507,0.03575203439942966
